City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Kapit,2.0167,112.9333,73.85,100,100,1.81,MY,2022-06-17 16:05:50
295,Honiara,-9.4333,159.95,77.09,82,99,4.59,SB,2022-06-17 16:05:50
296,Lagoa,39.05,-27.9833,67.37,88,0,6.06,PT,2022-06-17 16:05:50
297,Plettenberg Bay,-34.0527,23.3716,62.62,49,23,4.16,ZA,2022-06-17 16:05:51
298,San Jose De Las Lajas,22.9614,-82.1511,85.12,60,99,11.9,CU,2022-06-17 16:05:51
299,Sirari,-1.2333,34.4333,65.82,68,37,1.88,TZ,2022-06-17 16:05:51
300,Brae,60.3964,-1.353,54.63,78,50,25.55,GB,2022-06-17 16:05:52
301,Tessalit,20.1986,1.0114,93.02,26,99,21.68,ML,2022-06-17 16:05:52
302,Yuli,9.6989,10.2744,81.91,63,98,4.63,NG,2022-06-17 16:05:52
303,Semirom,31.4167,51.5667,74.8,20,0,15.28,IR,2022-06-17 16:05:53
304,Ixtapa,20.7,-105.2,82.22,83,75,5.75,MX,2022-06-17 16:05:53
305,Diu,20.7141,70.9822,84.94,77,96,13.51,IN,2022-06-17 16:05:53
306,Xining,36.6167,101.7667,63.1,47,100,3.42,CN,2022-06-17 16:05:54
307,Kokkola,63.8385,23.1307,60.96,55,0,4.61,FI,2022-06-17 16:05:54
308,Nyurba,63.2842,118.3319,51.39,59,0,1.92,RU,2022-06-17 16:05:54
309,Menongue,-14.6585,17.691,73.83,27,19,4.12,AO,2022-06-17 16:05:55
310,Ulcinj,41.9294,19.2244,79.02,69,100,10.29,ME,2022-06-17 16:05:55
311,Nanortalik,60.1432,-45.2371,46.76,65,99,22.17,GL,2022-06-17 16:05:55
312,Lipari,38.4674,14.954,82.33,69,36,12.46,IT,2022-06-17 16:05:55
313,Half Moon Bay,37.4636,-122.4286,61.61,76,75,9.22,US,2022-06-17 16:03:57
314,Salalah,17.0151,54.0924,86.09,89,75,10.36,OM,2022-06-17 16:05:56
315,Severo-Yeniseyskiy,60.3725,93.0408,52.88,97,77,3.83,RU,2022-06-17 16:05:56
316,Las Vegas,36.175,-115.1372,92.08,13,0,17.27,US,2022-06-17 16:00:58
317,Taunggyi,20.7833,97.0333,64.26,92,100,3.69,MM,2022-06-17 16:03:46
318,Morro Bay,35.3658,-120.8499,61.0,72,100,1.01,US,2022-06-17 16:04:18
319,Voyvozh,62.892,54.9635,60.49,82,100,5.79,RU,2022-06-17 16:05:57
320,Bitung,1.4451,125.1824,76.05,83,66,3.69,ID,2022-06-17 16:05:57
321,Benjamin Constant,-4.3831,-70.0311,84.33,78,75,8.05,BR,2022-06-17 16:05:57
322,Korla,41.7597,86.1469,77.22,35,100,6.93,CN,2022-06-17 16:05:58
323,Hofn,64.2539,-15.2082,50.04,77,100,16.82,IS,2022-06-17 16:05:58
324,Phuthaditjhaba,-28.5242,28.8158,46.49,22,0,5.64,ZA,2022-06-17 16:05:59
325,Umm Lajj,25.0213,37.2685,86.22,62,0,8.84,SA,2022-06-17 16:05:59
326,Mizdah,31.4451,12.9801,90.95,16,10,8.25,LY,2022-06-17 16:05:59
327,Grand Gaube,-20.0064,57.6608,70.38,76,2,10.16,MU,2022-06-17 16:06:00
328,Iqaluit,63.7506,-68.5145,38.93,64,100,12.66,CA,2022-06-17 16:06:00
329,Altay,47.8667,88.1167,56.52,56,3,4.03,CN,2022-06-17 16:06:00
330,Kiunga,-6.1219,141.2906,72.39,100,68,1.52,PG,2022-06-17 16:06:01
331,Airai,-8.9266,125.4092,57.27,93,73,3.18,TL,2022-06-17 16:06:01
332,Tromso,69.6496,18.957,53.62,58,40,13.8,NO,2022-06-17 16:06:02
333,Novosheshminsk,55.0651,51.2338,63.86,84,10,5.57,RU,2022-06-17 16:06:02
334,Yeppoon,-23.1333,150.7333,49.78,63,0,6.53,AU,2022-06-17 16:06:02
335,Victoria Point,-27.5833,153.3,53.62,89,6,1.01,AU,2022-06-17 16:06:03
336,Novyy Urengoy,66.0833,76.6333,62.94,35,46,9.01,RU,2022-06-17 16:06:03
337,Prado,-17.3411,-39.2208,76.23,62,80,4.72,BR,2022-06-17 16:06:03
338,Port Elizabeth,-33.918,25.5701,64.09,63,65,3.96,ZA,2022-06-17 16:06:04
339,Athens,37.9795,23.7162,89.26,36,0,12.66,GR,2022-06-17 16:06:03
340,Maibong,25.3,93.1667,71.94,99,100,5.99,IN,2022-06-17 16:06:04
341,Benito Juarez,19.385,-99.165,66.83,60,20,5.99,MX,2022-06-17 16:02:48
342,Tomatlan,19.9333,-105.25,83.41,67,92,4.09,MX,2022-06-17 16:06:04
343,Namatanai,-3.6667,152.4333,79.23,82,73,6.58,PG,2022-06-17 16:06:05
344,Tartagal,-22.5164,-63.8013,67.28,35,1,7.96,AR,2022-06-17 16:06:05
345,Lata,40.1629,-8.3327,84.49,47,61,9.6,PT,2022-06-17 16:06:05
346,Inzhavino,52.3185,42.4937,64.51,70,93,2.26,RU,2022-06-17 16:06:06
347,Vagur,61.4732,-6.8119,48.06,79,89,46.95,FO,2022-06-17 16:06:06
348,Shivrajpur,22.4167,73.65,87.76,59,92,15.52,IN,2022-06-17 16:06:06
349,College,64.8569,-147.8028,61.9,70,20,5.75,US,2022-06-17 16:06:07
350,George Town,5.4112,100.3354,80.53,90,20,4.61,MY,2022-06-17 16:06:07
351,Esperance,-33.8667,121.9,65.16,79,0,24.49,AU,2022-06-17 16:06:07
352,Kaitangata,-46.2817,169.8464,36.59,94,13,6.42,NZ,2022-06-17 16:06:08
353,Smyrna,33.884,-84.5144,92.91,59,75,9.22,US,2022-06-17 16:06:08
354,Bandarban,22.1965,92.2262,75.27,97,100,3.85,BD,2022-06-17 16:06:08
355,Aki,33.5,133.9,71.55,95,100,3.15,JP,2022-06-17 16:06:09
356,Osypenko,46.9136,36.8253,72.21,47,39,6.67,UA,2022-06-17 16:06:09
357,Chowchilla,37.123,-120.2602,62.62,48,0,10.36,US,2022-06-17 16:03:10
358,Kisangani,0.5167,25.2,74.55,91,89,2.68,CD,2022-06-17 16:06:09
359,Isangel,-19.55,169.2667,77.65,90,100,7.18,VU,2022-06-17 16:06:10
360,Tevaitoa,-16.7833,-151.5,79.74,72,11,18.57,PF,2022-06-17 16:06:10
361,Sola,-13.8833,167.55,81.1,79,100,17.31,VU,2022-06-17 16:06:10
362,Caravelas,-17.7125,-39.2481,76.15,62,53,4.72,BR,2022-06-17 16:06:11
363,Dzaoudzi,-12.7887,45.2699,78.69,69,0,12.66,YT,2022-06-17 16:06:11
364,Oranjemund,-28.55,16.4333,57.76,81,0,13.65,NA,2022-06-17 16:06:11
365,Mlonggo,-6.5333,110.7,78.87,81,95,3.58,ID,2022-06-17 16:06:12
366,Kenai,60.5544,-151.2583,52.09,85,20,3.44,US,2022-06-17 16:06:13
367,Nokha,27.6,73.4167,95.79,35,6,20.45,IN,2022-06-17 16:06:13
368,Birjand,32.8663,59.2211,78.58,21,1,22.82,IR,2022-06-17 16:06:13
369,Ballina,-28.8667,153.5667,54.01,91,95,5.14,AU,2022-06-17 16:06:14
370,Sainte-Agathe-Des-Monts,46.0501,-74.2825,74.05,68,24,1.01,CA,2022-06-17 16:06:14
371,Gravdal,68.1214,13.5031,53.49,71,40,8.05,NO,2022-06-17 16:06:14
372,Sabha,27.0377,14.4283,93.61,14,0,13.29,LY,2022-06-17 16:06:15
373,Boende,-0.2167,20.8667,72.28,97,99,3.53,CD,2022-06-17 16:06:15
374,Bireun,5.203,96.7009,77.77,85,85,5.32,ID,2022-06-17 16:06:15
375,Riyadh,24.6877,46.7219,104.14,9,7,14.09,SA,2022-06-17 16:06:16
376,Pangody,65.85,74.4859,59.65,40,55,8.97,RU,2022-06-17 16:06:16
377,Peleduy,59.6289,112.7406,59.54,47,4,5.88,RU,2022-06-17 16:06:16
378,Phibun Mangsahan,15.2447,105.2291,81.37,78,100,7.4,TH,2022-06-17 16:06:17
379,Finote Selam,10.7,37.2667,69.26,61,91,4.83,ET,2022-06-17 16:06:17
380,Melfort,52.8667,-104.6177,59.63,75,94,14.76,CA,2022-06-17 16:06:17
381,Kiruna,67.8557,20.2251,56.32,47,40,3.44,SE,2022-06-17 16:06:18
382,Mount Gambier,-37.8333,140.7667,40.91,100,100,8.05,AU,2022-06-17 16:06:18
383,Bachaquero,9.9694,-71.1494,87.42,64,92,6.89,VE,2022-06-17 16:06:18
384,Jaciara,-15.9653,-54.9683,92.23,28,3,8.21,BR,2022-06-17 16:06:19
385,Sakakah,29.9697,40.2064,103.75,10,0,11.63,SA,2022-06-17 16:06:19
386,Nome,64.5011,-165.4064,57.27,51,100,9.22,US,2022-06-17 16:06:19
387,Ishinomaki,38.4167,141.3,62.26,84,0,3.36,JP,2022-06-17 16:06:19
388,Mehamn,71.0357,27.8492,42.75,75,75,6.91,NO,2022-06-17 16:06:20
389,Vila Velha,-20.3297,-40.2925,82.35,55,0,10.36,BR,2022-06-17 16:04:37
390,Pappadatai,39.3133,20.7925,81.45,82,89,10.18,GR,2022-06-17 16:06:20
391,Kolondieba,11.0882,-6.8926,85.23,57,96,2.28,ML,2022-06-17 16:06:20
392,Vega De Alatorre,20.0333,-96.6333,82.99,66,61,8.5,MX,2022-06-17 16:06:21
393,Norman Wells,65.282,-126.8329,59.77,46,0,8.21,CA,2022-06-17 16:06:21
394,Samokov,42.3333,23.55,70.3,83,66,4.07,BG,2022-06-17 16:06:21
395,Westport,41.1415,-73.3579,86.45,77,0,12.66,US,2022-06-17 16:03:45
396,Zavitinsk,50.1167,129.45,53.69,97,100,6.13,RU,2022-06-17 16:06:22
397,Porto Novo,6.4965,2.6036,74.21,93,100,5.59,BJ,2022-06-17 16:06:22
398,Kemin,42.7846,75.6892,59.02,85,87,5.97,KG,2022-06-17 16:06:23
399,Pacific Grove,36.6177,-121.9166,60.91,78,0,6.91,US,2022-06-17 16:06:23
400,Faya,18.3851,42.4509,75.72,55,94,7.0,SA,2022-06-17 16:06:23
401,Preili,56.2944,26.7246,63.68,60,49,10.0,LV,2022-06-17 16:06:23
402,Saint-Ambroise,48.5501,-71.3324,72.57,69,41,10.16,CA,2022-06-17 16:06:24
403,Juegang,32.3174,121.1855,78.94,84,61,9.98,CN,2022-06-17 16:06:24
404,Osvaldo Cruz,-21.7967,-50.8786,86.34,27,1,14.83,BR,2022-06-17 16:03:28
405,Novikovo,51.1537,37.8879,67.39,72,95,3.71,RU,2022-06-17 16:06:24
406,Ratnagiri,16.9833,73.3,83.44,76,100,4.59,IN,2022-06-17 16:06:25
407,Miri,4.4148,114.0089,77.67,87,71,2.82,MY,2022-06-17 16:06:25
408,Turukhansk,65.8167,87.9833,66.69,59,81,13.58,RU,2022-06-17 16:06:25
409,Ambilobe,-13.2,49.05,72.05,82,20,1.5,MG,2022-06-17 16:06:26
410,Vanavara,60.34,102.2797,59.45,94,78,2.64,RU,2022-06-17 16:06:26
411,Fairbanks,64.8378,-147.7164,61.92,70,0,5.75,US,2022-06-17 16:06:26
412,Las Palmas,28.4204,-14.0131,74.19,65,20,23.02,ES,2022-06-17 16:05:28
413,Muscat,23.6139,58.5922,91.42,57,0,2.21,OM,2022-06-17 16:03:28
414,Placido De Castro,-10.3353,-67.1856,79.88,87,23,1.36,BR,2022-06-17 16:06:27
415,Port-Gentil,-0.7193,8.7815,78.76,73,20,12.66,GA,2022-06-17 16:06:27
416,Baracoa,20.3467,-74.4958,85.87,66,100,5.14,CU,2022-06-17 16:06:27
417,Rio Cuarto,-33.1307,-64.3499,65.34,23,0,12.66,AR,2022-06-17 16:05:54
418,Ujiie,36.6833,139.9667,65.32,90,66,2.95,JP,2022-06-17 16:06:28
419,Fort Nelson,58.8053,-122.7002,53.06,94,99,2.75,CA,2022-06-17 16:06:28
420,Rio Branco,-9.9747,-67.81,84.81,70,75,2.3,BR,2022-06-17 16:06:28
421,Jind,29.3167,76.3167,84.65,62,77,13.87,IN,2022-06-17 16:06:29
422,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,85.62,62,26,2.15,BR,2022-06-17 16:06:29
423,Rincon,32.296,-81.2354,91.85,56,75,6.91,US,2022-06-17 16:05:48
424,Gizo,-8.103,156.8419,81.52,74,19,5.37,SB,2022-06-17 16:06:29
425,Lotoshino,56.2267,35.6414,60.69,82,88,8.72,RU,2022-06-17 16:06:30
426,Acapulco,16.8634,-99.8901,82.22,74,75,3.44,MX,2022-06-17 16:03:56
427,Kununurra,-15.7667,128.7333,57.18,72,40,0.0,AU,2022-06-17 16:03:03
428,Taltal,-25.4,-70.4833,63.55,54,0,4.45,CL,2022-06-17 16:06:30
429,Springbok,-29.6643,17.8865,53.22,42,0,6.49,ZA,2022-06-17 16:06:31
430,Sovetskiy,61.3614,63.5842,71.73,50,58,5.35,RU,2022-06-17 16:06:31
431,Tuensang,26.2833,94.8333,67.89,98,100,2.57,IN,2022-06-17 16:06:31
432,Turtas,58.9417,69.1325,59.58,70,45,4.14,RU,2022-06-17 16:06:32
433,Yarim,14.298,44.3779,66.13,45,100,1.57,YE,2022-06-17 16:06:32
434,Luanda,-8.8368,13.2343,73.29,74,14,16.06,AO,2022-06-17 16:06:32
435,Kashi,39.4547,75.9797,80.44,17,100,1.83,CN,2022-06-17 16:06:32
436,Brake,53.3333,8.4833,79.18,63,99,5.01,DE,2022-06-17 16:06:33
437,Portland,45.5234,-122.6762,56.73,82,100,3.0,US,2022-06-17 16:05:12
438,Ancud,-41.8697,-73.8203,45.23,71,93,1.77,CL,2022-06-17 16:04:38
439,Talnakh,69.4865,88.3972,54.88,55,18,10.4,RU,2022-06-17 16:06:33
440,Tchaourou,8.8865,2.5975,77.43,75,100,3.91,BJ,2022-06-17 16:06:34
441,Asau,46.4333,26.4,67.28,77,81,4.85,RO,2022-06-17 16:06:34
442,Upata,8.0086,-62.3989,80.19,69,48,5.32,VE,2022-06-17 16:06:34
443,Saint-Denis,48.9167,2.3333,94.93,26,0,3.44,FR,2022-06-17 16:02:08
444,Price,39.5994,-110.8107,81.12,14,0,5.75,US,2022-06-17 16:06:35
445,Ahmadnagar,19.0833,74.7333,82.51,61,100,16.62,IN,2022-06-17 16:06:35
446,Bull Savanna,17.8868,-77.5902,84.31,63,97,16.31,JM,2022-06-17 16:06:35
447,Pandan,14.0453,124.1694,81.77,82,11,6.91,PH,2022-06-17 16:06:36
448,Ruwi,23.5996,58.5507,91.09,53,0,1.48,OM,2022-06-17 16:06:36
449,Mecca,21.4267,39.8261,97.27,18,8,12.17,SA,2022-06-17 16:03:20
450,Alvaraes,-3.2208,-64.8042,91.27,53,92,3.13,BR,2022-06-17 16:06:36
451,Kalmunai,7.4167,81.8167,80.19,81,100,11.56,LK,2022-06-17 16:06:37
452,Almeria,37.1667,-2.3333,94.44,15,67,10.54,ES,2022-06-17 16:06:37
453,Srednekolymsk,67.45,153.6833,53.46,38,48,2.57,RU,2022-06-17 16:06:37
454,Deer Lake,49.1667,-57.4316,78.75,29,38,15.23,CA,2022-06-17 16:06:38
455,Bodden Town,19.2833,-81.25,86.0,75,40,10.36,KY,2022-06-17 16:03:17
456,Kupang,-10.1667,123.5833,77.86,75,38,11.45,ID,2022-06-17 16:06:38
457,Gondanglegi,-7.7479,112.0132,75.36,90,100,5.06,ID,2022-06-17 16:06:38
458,Cayenne,4.9333,-52.3333,89.64,11,75,3.44,GF,2022-06-17 16:06:39
459,Kendari,-3.945,122.4989,73.22,95,97,3.42,ID,2022-06-17 16:06:39
460,Salinopolis,-0.6136,-47.3561,85.42,62,85,7.49,BR,2022-06-17 16:06:39
461,Mulanje,-16.0316,35.5,62.22,90,17,6.04,MW,2022-06-17 16:06:40
462,Astana,51.1801,71.446,73.35,33,0,6.71,KZ,2022-06-17 16:06:40
463,Flin Flon,54.7682,-101.865,57.34,37,99,8.14,CA,2022-06-17 16:06:40
464,Narasannapeta,18.4167,84.05,83.77,80,100,10.74,IN,2022-06-17 16:06:40
465,Nevelsk,46.6733,141.8633,53.01,95,66,5.03,RU,2022-06-17 16:06:41
466,Piet Retief,-27.0071,30.8132,48.72,30,0,1.5,ZA,2022-06-17 16:06:32
467,Broken Hill,-31.95,141.4333,48.69,74,0,6.53,AU,2022-06-17 16:06:41
468,Pemba,-12.974,40.5178,76.82,71,51,21.65,MZ,2022-06-17 16:06:42
469,San Patricio,28.017,-97.5169,90.07,46,38,8.48,US,2022-06-17 16:06:42
470,Banyo,6.75,11.8167,70.72,88,99,2.24,CM,2022-06-17 16:06:42
471,Shimoda,34.6667,138.95,73.11,93,100,13.8,JP,2022-06-17 16:06:42
472,Lincoln,40.8,-96.667,84.87,64,0,12.66,US,2022-06-17 16:04:33
473,Pitimbu,-7.4706,-34.8086,84.79,63,93,6.06,BR,2022-06-17 16:06:43
474,Grindavik,63.8424,-22.4338,54.07,76,75,24.16,IS,2022-06-17 16:06:43
475,Severo-Kurilsk,50.6789,156.125,50.54,77,100,7.52,RU,2022-06-17 16:06:44
476,Kavieng,-2.5744,150.7967,81.73,77,60,14.58,PG,2022-06-17 16:06:44
477,Methoni,36.8197,21.7049,78.66,68,2,9.6,GR,2022-06-17 16:06:44
478,Meulaboh,4.1363,96.1285,76.66,83,99,2.51,ID,2022-06-17 16:06:44
479,Nanakuli,21.3906,-158.1547,76.95,73,0,5.75,US,2022-06-17 16:06:45
480,Ponazyrevo,58.3578,46.3142,63.32,71,83,3.94,RU,2022-06-17 16:06:45
481,Lamu,-2.2717,40.902,79.02,80,4,12.95,KE,2022-06-17 16:06:45
482,Kondinskoye,59.6481,67.41,64.56,60,16,4.5,RU,2022-06-17 16:06:46
483,Mount Pleasant,32.7941,-79.8626,91.13,61,0,5.75,US,2022-06-17 16:06:46
484,Concepcion,-36.827,-73.0498,51.26,79,96,2.28,CL,2022-06-17 16:06:46
485,Fukue,32.6881,128.8419,72.57,94,100,6.2,JP,2022-06-17 16:06:47
486,Jalu,29.0331,21.5482,94.03,19,0,12.77,LY,2022-06-17 16:06:47
487,Qaqortoq,60.7167,-46.0333,42.91,73,99,7.45,GL,2022-06-17 16:06:47
488,Morehead,37.2711,-87.1764,69.55,94,100,0.0,US,2022-06-17 16:06:48
489,Yar-Sale,66.8333,70.8333,57.83,49,75,9.98,RU,2022-06-17 16:06:48
490,San Rafael,-34.6177,-68.3301,54.66,27,0,7.0,AR,2022-06-17 16:06:48
491,Vallenar,-28.5708,-70.7581,65.12,26,1,3.38,CL,2022-06-17 16:06:49
492,Baker City,44.7749,-117.8344,58.59,71,0,3.44,US,2022-06-17 16:06:49
493,Vestmannaeyjar,63.4427,-20.2734,54.59,76,40,21.85,IS,2022-06-17 16:06:49
494,Xapuri,-10.6517,-68.5044,88.84,51,4,2.35,BR,2022-06-17 16:06:50
495,Northam,51.0333,-4.2167,65.61,87,11,11.23,GB,2022-06-17 16:06:50
496,Padang,-0.9492,100.3543,73.45,90,100,2.86,ID,2022-06-17 16:06:50
497,Santa Maria,-29.6842,-53.8069,60.8,96,100,10.56,BR,2022-06-17 16:06:51
498,Omsukchan,62.5333,155.8,44.51,90,100,0.92,RU,2022-06-17 16:06:51
499,Marawi,7.9986,124.2928,69.04,93,44,2.39,PH,2022-06-17 16:06:51
500,Toora-Khem,52.4675,96.11,52.16,84,97,5.08,RU,2022-06-17 16:06:51
501,Luba,3.4568,8.5547,75.61,85,98,3.15,GQ,2022-06-17 16:06:52
502,Ahuimanu,21.4447,-157.8378,76.71,78,75,10.36,US,2022-06-17 16:06:52
503,Adrar,20.5022,-10.0711,104.52,16,47,11.01,MR,2022-06-17 16:06:52
504,Havre-Saint-Pierre,50.2334,-63.5986,54.01,93,100,8.63,CA,2022-06-17 16:05:23
505,Kandete,-9.15,33.8,58.42,93,74,3.33,TZ,2022-06-17 16:06:53
506,Doctor Juan Manuel Frutos,-25.3667,-55.8,65.07,97,100,10.83,PY,2022-06-17 16:06:53
507,Pisco,-13.7,-76.2167,69.85,56,0,9.22,PE,2022-06-17 16:06:53
508,Bubaque,11.2833,-15.8333,79.29,78,92,13.2,GW,2022-06-17 16:02:19
509,Izumo,35.3667,132.7667,68.59,82,100,3.71,JP,2022-06-17 16:06:54
510,Soderhamn,61.3037,17.0592,65.95,65,96,8.97,SE,2022-06-17 16:06:54
511,Vila,42.0304,-8.1588,67.08,39,86,6.15,PT,2022-06-17 16:06:55
512,Aljezur,37.3191,-8.8033,72.68,56,56,10.89,PT,2022-06-17 16:06:55
513,Tornio,65.8481,24.1466,59.02,66,79,3.83,FI,2022-06-17 16:06:55
514,Phuket,8.0,98.25,88.12,87,20,2.3,TH,2022-06-17 16:06:55
515,Maltahohe,-24.8333,16.9833,67.24,24,15,14.99,NA,2022-06-17 16:06:56
516,Monmouth,40.3001,-74.1663,91.02,64,0,16.11,US,2022-06-17 16:05:50
517,Valdobbiadene,45.8993,11.9946,85.1,51,97,5.03,IT,2022-06-17 16:06:56
518,Port Hedland,-20.3167,118.5667,66.25,82,99,0.0,AU,2022-06-17 16:06:57
519,Sokoto,13.0609,5.239,88.11,45,98,6.49,NG,2022-06-17 16:06:57
520,Santana,-0.0583,-51.1817,91.58,58,40,5.75,BR,2022-06-17 16:06:57
521,Belmonte,-15.8631,-38.8828,73.9,78,59,4.54,BR,2022-06-17 16:06:58
522,Saint Anthony,45.0205,-93.218,78.89,47,0,13.8,US,2022-06-17 16:06:25
523,San Cristobal,7.7669,-72.225,78.98,93,100,6.04,VE,2022-06-17 16:06:58
524,Ostrovnoy,68.0531,39.5131,40.24,97,100,16.6,RU,2022-06-17 16:06:59
525,Palmer,42.1584,-72.3287,82.58,69,40,14.97,US,2022-06-17 16:03:45
526,Iquique,-20.2208,-70.1431,62.64,61,0,8.21,CL,2022-06-17 16:06:59
527,Petropavlovsk-Kamchatskiy,53.0452,158.6483,50.92,74,90,10.13,RU,2022-06-17 16:06:59
528,Sembe,1.6481,14.5806,69.51,99,100,0.81,CG,2022-06-17 16:07:00
529,Chum Phae,16.5443,102.0992,79.18,81,100,3.4,TH,2022-06-17 16:07:00
530,Warrington,53.3925,-2.5802,82.62,65,0,18.41,GB,2022-06-17 16:07:01
531,Sinnamary,5.3833,-52.95,83.01,70,40,4.81,GF,2022-06-17 16:07:01
532,Teguise,29.0605,-13.564,75.42,57,20,27.63,ES,2022-06-17 16:07:01
533,Mercedes,-34.6515,-59.4307,54.03,27,26,21.65,AR,2022-06-17 16:07:01
534,Mareeba,-17.0,145.4333,66.92,99,24,2.19,AU,2022-06-17 16:07:02
535,Muros,42.7762,-9.0603,76.15,73,100,2.3,ES,2022-06-17 16:06:50
536,Aranos,-24.1333,19.1167,68.4,19,0,7.76,NA,2022-06-17 16:07:02
537,Gornyy,55.1153,83.9059,53.35,98,100,8.93,RU,2022-06-17 16:07:03
538,Omboue,-1.5746,9.2618,75.7,73,100,8.16,GA,2022-06-17 16:07:03
539,Trinidad,-14.8333,-64.9,86.63,50,36,6.89,BO,2022-06-17 16:02:32
540,Arkadelphia,34.1209,-93.0538,91.18,71,0,0.0,US,2022-06-17 16:07:03
541,Marzuq,14.4,46.4667,87.03,30,80,3.49,YE,2022-06-17 16:07:04
542,Waipawa,-41.4122,175.5153,46.08,94,97,5.06,NZ,2022-06-17 16:07:04
543,Grenaa,56.4158,10.8783,62.82,91,100,12.91,DK,2022-06-17 16:07:04
544,Zhurivka,50.5028,31.7849,58.3,89,100,9.71,UA,2022-06-17 16:07:05
545,Champerico,14.3,-91.9167,77.41,87,100,6.26,GT,2022-06-17 16:07:05
546,Canakkale,40.0833,26.8333,77.58,39,0,12.88,TR,2022-06-17 16:07:05
547,Nederland,29.9744,-93.9924,89.58,64,75,4.61,US,2022-06-17 16:07:06
548,Miraflores,19.2167,-98.8083,63.36,44,20,2.46,MX,2022-06-17 16:07:06
549,Marang,5.2056,103.2059,78.85,85,66,6.6,MY,2022-06-17 16:07:06
550,Ugoofaaru,5.6667,73.0,82.99,75,96,10.02,MV,2022-06-17 16:07:07
551,Turayf,31.6725,38.6637,101.25,10,0,8.01,SA,2022-06-17 16:07:07
552,Nikolayevka,53.1257,47.2041,64.26,77,6,6.4,RU,2022-06-17 16:07:07
553,Oksfjord,70.2396,22.3479,50.18,74,98,5.53,NO,2022-06-17 16:07:08
554,High Prairie,55.4334,-116.4858,59.16,78,100,3.24,CA,2022-06-17 16:03:00
555,Hokitika,-42.7167,170.9667,51.15,79,100,4.97,NZ,2022-06-17 16:07:08
556,Santa Marta,11.2408,-74.199,83.82,74,69,2.28,CO,2022-06-17 16:07:08
557,Mundo Nuevo,18.7,-95.5,82.92,64,70,8.88,MX,2022-06-17 16:07:09
558,Zeya,53.75,127.2667,55.69,77,30,3.83,RU,2022-06-17 16:07:09
559,The Valley,18.217,-63.0578,85.1,78,20,10.36,AI,2022-06-17 16:04:24
560,Kabin Buri,13.9511,101.7177,79.29,85,96,5.19,TH,2022-06-17 16:07:09
561,Husavik,66.0449,-17.3389,45.57,98,100,12.97,IS,2022-06-17 16:07:10
562,Konanur,12.6264,76.0542,71.78,89,100,9.26,IN,2022-06-17 16:07:10
563,Koumac,-20.5667,164.2833,74.08,88,100,5.55,NC,2022-06-17 16:07:10
564,Rocha,-34.4833,-54.3333,59.36,41,74,15.5,UY,2022-06-17 16:07:11
565,Lukovetskiy,64.2956,41.9211,55.54,86,86,3.74,RU,2022-06-17 16:07:11
566,Panzhihua,26.5851,101.7128,75.2,76,100,1.97,CN,2022-06-17 16:07:11
567,Benton Harbor,42.1167,-86.4542,79.45,61,0,11.5,US,2022-06-17 16:05:15
568,Khiv,41.7543,47.9306,63.1,88,99,2.17,RU,2022-06-17 16:07:12
