City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
686,Centralina,BR,-18.5839,-49.1994,70.68,55,0,3.62,clear sky
687,Sisian,AM,39.5256,46.0251,55.26,93,7,5.28,clear sky
688,Anahuac,MX,27.2333,-100.15,94.05,32,1,23.04,clear sky
689,Calabozo,VE,8.9242,-67.4293,79.3,57,72,3.87,broken clouds
690,Logrono,ES,42.4667,-2.45,67.5,68,0,2.3,clear sky
691,Wilmington,US,34.2257,-77.9447,75.85,45,0,0.0,clear sky
692,Makokou,GA,0.5738,12.8642,67.82,98,100,2.48,overcast clouds
693,Maiduguri,NG,11.8464,13.1603,80.02,58,100,10.58,overcast clouds
694,Urumqi,CN,43.801,87.6005,74.35,29,0,6.71,clear sky
695,Oktyabrskoye,RU,43.0645,44.7417,57.34,93,6,8.95,clear sky
696,Sertanopolis,BR,-23.0586,-51.0364,60.87,90,61,3.69,moderate rain
697,Venado Tuerto,AR,-33.7456,-61.9688,47.77,42,100,5.08,overcast clouds
698,Gilbues,BR,-9.8317,-45.3439,73.18,41,14,4.07,few clouds
699,Zhicheng,CN,30.2956,111.5047,76.91,92,100,5.99,overcast clouds
700,Shunyi,CN,40.125,116.6453,78.75,73,18,2.24,few clouds
701,Ozark,US,37.0209,-93.206,80.85,64,0,8.08,clear sky
702,Mana,GF,5.6592,-53.7767,77.34,87,100,7.56,overcast clouds
703,Vestmannaeyjar,IS,63.4427,-20.2734,49.44,95,100,15.99,overcast clouds
704,Porto Nacional,BR,-10.7081,-48.4172,74.21,36,86,0.58,overcast clouds
705,Batagay-Alyta,RU,67.8006,130.4114,49.64,49,98,11.61,overcast clouds
706,Astara,AZ,38.5,48.6667,59.7,69,3,1.9,clear sky
707,Date,JP,42.4681,140.8681,67.3,66,1,10.11,clear sky
708,Viedma,AR,-40.8135,-62.9967,39.67,66,100,5.17,overcast clouds
709,Darhan,MN,49.4867,105.9228,64.44,63,0,7.34,clear sky
